sample_id,image_id,part_group_id,object_group_id,image_path,part_family,part_category,text_category,description,label,source
train_external_image_brake_disc_36552019_mismatch_1,external_image_brake_disc_36552019,external_group_brake_disc_36552019,wikimedia_object_brake_disc_36552019,data/images/wikimedia/brake_disc/commons_brake_disc_36552019.jpg,braking,brake_disc,oil_filter,"Vehicle component identified as engine oil filter, designed to trap contaminants circulating in the engine lubricant.",MISMATCH,wikimedia
train_external_image_brake_disc_36552019_match_2,external_image_brake_disc_36552019,external_group_brake_disc_36552019,wikimedia_object_brake_disc_36552019,data/images/wikimedia/brake_disc/commons_brake_disc_36552019.jpg,braking,brake_disc,brake_disc,"This component is the brake disc or rotor, with a circular machined metal rotor, sometimes ventilated.",MATCH,wikimedia
train_external_image_brake_disc_36552019_partial_match_2,external_image_brake_disc_36552019,external_group_brake_disc_36552019,wikimedia_object_brake_disc_36552019,data/images/wikimedia/brake_disc/commons_brake_disc_36552019.jpg,braking,brake_disc,brake_pad,"This component is the automotive brake pad, with a compact backing plate carrying a shaped friction lining.",PARTIAL_MATCH,wikimedia
train_external_image_brake_disc_36552019_mismatch_2,external_image_brake_disc_36552019,external_group_brake_disc_36552019,wikimedia_object_brake_disc_36552019,data/images/wikimedia/brake_disc/commons_brake_disc_36552019.jpg,braking,brake_disc,shock_absorber,"This component is the suspension shock absorber, with a telescopic hydraulic damper with a cylindrical body and piston rod.",MISMATCH,wikimedia
train_external_image_brake_disc_51002797_match_1,external_image_brake_disc_51002797,external_group_brake_disc_51002797,wikimedia_object_brake_disc_51002797,data/images/wikimedia/brake_disc/commons_brake_disc_51002797.png,braking,brake_disc,brake_disc,"This component is the brake disc or rotor, with a circular machined metal rotor, sometimes ventilated.",MATCH,wikimedia
train_external_image_brake_disc_51002797_partial_match_1,external_image_brake_disc_51002797,external_group_brake_disc_51002797,wikimedia_object_brake_disc_51002797,data/images/wikimedia/brake_disc/commons_brake_disc_51002797.png,braking,brake_disc,brake_pad,"This component is the automotive brake pad, with a compact backing plate carrying a shaped friction lining.",PARTIAL_MATCH,wikimedia
train_external_image_brake_disc_51002797_mismatch_1,external_image_brake_disc_51002797,external_group_brake_disc_51002797,wikimedia_object_brake_disc_51002797,data/images/wikimedia/brake_disc/commons_brake_disc_51002797.png,braking,brake_disc,coil_spring,"This component is the suspension coil spring, with a helical steel spring with several visible coils.",MISMATCH,wikimedia
train_external_image_brake_disc_51002797_match_2,external_image_brake_disc_51002797,external_group_brake_disc_51002797,wikimedia_object_brake_disc_51002797,data/images/wikimedia/brake_disc/commons_brake_disc_51002797.png,braking,brake_disc,brake_disc,Road-vehicle replacement part: brake disc or rotor; its job is to provide the rotating friction surface clamped by the brake pads.,MATCH,wikimedia
train_external_image_brake_disc_51002797_partial_match_2,external_image_brake_disc_51002797,external_group_brake_disc_51002797,wikimedia_object_brake_disc_51002797,data/images/wikimedia/brake_disc/commons_brake_disc_51002797.png,braking,brake_disc,brake_pad,Road-vehicle replacement part: automotive brake pad; its job is to press friction material against a brake disc to slow the vehicle.,PARTIAL_MATCH,wikimedia
train_external_image_brake_disc_51002797_mismatch_2,external_image_brake_disc_51002797,external_group_brake_disc_51002797,wikimedia_object_brake_disc_51002797,data/images/wikimedia/brake_disc/commons_brake_disc_51002797.png,braking,brake_disc,taillight,"Road-vehicle replacement part: rear taillight assembly; its job is to show rear position, braking, and signalling information to other road users.",MISMATCH,wikimedia
train_dataset_v2_brake_pad_001_match_1,dataset_v2_brake_pad_001,external_group_dataset_v2_brake_pad_001,dataset_v2_object_brake_pad_001,data/images/dataset_v2/brake_pad/dataset_v2_brake_pad_001.jpg,braking,brake_pad,brake_pad,"Automotive component: automotive brake pad, used in the disc-brake system.",MATCH,dataset_v2
train_dataset_v2_brake_pad_001_partial_match_1,dataset_v2_brake_pad_001,external_group_dataset_v2_brake_pad_001,dataset_v2_object_brake_pad_001,data/images/dataset_v2/brake_pad/dataset_v2_brake_pad_001.jpg,braking,brake_pad,brake_disc,"Automotive component: brake disc or rotor, used in the disc-brake system.",PARTIAL_MATCH,dataset_v2
train_dataset_v2_brake_pad_001_mismatch_1,dataset_v2_brake_pad_001,external_group_dataset_v2_brake_pad_001,dataset_v2_object_brake_pad_001,data/images/dataset_v2/brake_pad/dataset_v2_brake_pad_001.jpg,braking,brake_pad,shock_absorber,"Automotive component: suspension shock absorber, used in the vehicle suspension system.",MISMATCH,dataset_v2
train_dataset_v2_brake_pad_001_match_2,dataset_v2_brake_pad_001,external_group_dataset_v2_brake_pad_001,dataset_v2_object_brake_pad_001,data/images/dataset_v2/brake_pad/dataset_v2_brake_pad_001.jpg,braking,brake_pad,brake_pad,"Vehicle component identified as automotive brake pad, designed to press friction material against a brake disc to slow the vehicle.",MATCH,dataset_v2
train_dataset_v2_brake_pad_001_partial_match_2,dataset_v2_brake_pad_001,external_group_dataset_v2_brake_pad_001,dataset_v2_object_brake_pad_001,data/images/dataset_v2/brake_pad/dataset_v2_brake_pad_001.jpg,braking,brake_pad,brake_disc,"Vehicle component identified as brake disc or rotor, designed to provide the rotating friction surface clamped by the brake pads.",PARTIAL_MATCH,dataset_v2
train_dataset_v2_brake_pad_001_mismatch_2,dataset_v2_brake_pad_001,external_group_dataset_v2_brake_pad_001,dataset_v2_object_brake_pad_001,data/images/dataset_v2/brake_pad/dataset_v2_brake_pad_001.jpg,braking,brake_pad,air_filter,"Vehicle component identified as engine air filter, designed to remove dust and particles from the air entering the engine.",MISMATCH,dataset_v2
train_dataset_v2_brake_pad_002_match_1,dataset_v2_brake_pad_002,external_group_dataset_v2_brake_pad_002,dataset_v2_object_brake_pad_002,data/images/dataset_v2/brake_pad/dataset_v2_brake_pad_002.jpg,braking,brake_pad,brake_pad,"Vehicle component identified as automotive brake pad, designed to press friction material against a brake disc to slow the vehicle.",MATCH,dataset_v2
train_dataset_v2_brake_pad_002_partial_match_1,dataset_v2_brake_pad_002,external_group_dataset_v2_brake_pad_002,dataset_v2_object_brake_pad_002,data/images/dataset_v2/brake_pad/dataset_v2_brake_pad_002.jpg,braking,brake_pad,brake_disc,"Vehicle component identified as brake disc or rotor, designed to provide the rotating friction surface clamped by the brake pads.",PARTIAL_MATCH,dataset_v2
train_dataset_v2_brake_pad_002_mismatch_1,dataset_v2_brake_pad_002,external_group_dataset_v2_brake_pad_002,dataset_v2_object_brake_pad_002,data/images/dataset_v2/brake_pad/dataset_v2_brake_pad_002.jpg,braking,brake_pad,taillight,"Vehicle component identified as rear taillight assembly, designed to show rear position, braking, and signalling information to other road users.",MISMATCH,dataset_v2
train_dataset_v2_brake_pad_002_match_2,dataset_v2_brake_pad_002,external_group_dataset_v2_brake_pad_002,dataset_v2_object_brake_pad_002,data/images/dataset_v2/brake_pad/dataset_v2_brake_pad_002.jpg,braking,brake_pad,brake_pad,"This component is the automotive brake pad, with a compact backing plate carrying a shaped friction lining.",MATCH,dataset_v2
train_dataset_v2_brake_pad_002_partial_match_2,dataset_v2_brake_pad_002,external_group_dataset_v2_brake_pad_002,dataset_v2_object_brake_pad_002,data/images/dataset_v2/brake_pad/dataset_v2_brake_pad_002.jpg,braking,brake_pad,brake_disc,"This component is the brake disc or rotor, with a circular machined metal rotor, sometimes ventilated.",PARTIAL_MATCH,dataset_v2
train_dataset_v2_brake_pad_002_mismatch_2,dataset_v2_brake_pad_002,external_group_dataset_v2_brake_pad_002,dataset_v2_object_brake_pad_002,data/images/dataset_v2/brake_pad/dataset_v2_brake_pad_002.jpg,braking,brake_pad,alternator,"This component is the automotive alternator, with a compact metal housing with a pulley and ventilation openings.",MISMATCH,dataset_v2
train_dataset_v2_brake_pad_003_match_1,dataset_v2_brake_pad_003,external_group_dataset_v2_brake_pad_003,dataset_v2_object_brake_pad_003,data/images/dataset_v2/brake_pad/dataset_v2_brake_pad_003.jpg,braking,brake_pad,brake_pad,"This component is the automotive brake pad, with a compact backing plate carrying a shaped friction lining.",MATCH,dataset_v2
train_dataset_v2_brake_pad_003_partial_match_1,dataset_v2_brake_pad_003,external_group_dataset_v2_brake_pad_003,dataset_v2_object_brake_pad_003,data/images/dataset_v2/brake_pad/dataset_v2_brake_pad_003.jpg,braking,brake_pad,brake_disc,"This component is the brake disc or rotor, with a circular machined metal rotor, sometimes ventilated.",PARTIAL_MATCH,dataset_v2
train_dataset_v2_brake_pad_003_mismatch_1,dataset_v2_brake_pad_003,external_group_dataset_v2_brake_pad_003,dataset_v2_object_brake_pad_003,data/images/dataset_v2/brake_pad/dataset_v2_brake_pad_003.jpg,braking,brake_pad,oil_filter,"This component is the engine oil filter, with a replaceable canister or cartridge containing filtering media.",MISMATCH,dataset_v2
train_dataset_v2_brake_pad_003_match_2,dataset_v2_brake_pad_003,external_group_dataset_v2_brake_pad_003,dataset_v2_object_brake_pad_003,data/images/dataset_v2/brake_pad/dataset_v2_brake_pad_003.jpg,braking,brake_pad,brake_pad,Road-vehicle replacement part: automotive brake pad; its job is to press friction material against a brake disc to slow the vehicle.,MATCH,dataset_v2
train_dataset_v2_brake_pad_003_partial_match_2,dataset_v2_brake_pad_003,external_group_dataset_v2_brake_pad_003,dataset_v2_object_brake_pad_003,data/images/dataset_v2/brake_pad/dataset_v2_brake_pad_003.jpg,braking,brake_pad,brake_disc,Road-vehicle replacement part: brake disc or rotor; its job is to provide the rotating friction surface clamped by the brake pads.,PARTIAL_MATCH,dataset_v2
train_dataset_v2_brake_pad_003_mismatch_2,dataset_v2_brake_pad_003,external_group_dataset_v2_brake_pad_003,dataset_v2_object_brake_pad_003,data/images/dataset_v2/brake_pad/dataset_v2_brake_pad_003.jpg,braking,brake_pad,shock_absorber,Road-vehicle replacement part: suspension shock absorber; its job is to dampen spring movement and control wheel and body oscillation.,MISMATCH,dataset_v2
train_dataset_v2_brake_pad_004_match_1,dataset_v2_brake_pad_004,external_group_dataset_v2_brake_pad_004,dataset_v2_object_brake_pad_004,data/images/dataset_v2/brake_pad/dataset_v2_brake_pad_004.jpg,braking,brake_pad,brake_pad,Road-vehicle replacement part: automotive brake pad; its job is to press friction material against a brake disc to slow the vehicle.,MATCH,dataset_v2
train_dataset_v2_brake_pad_004_partial_match_1,dataset_v2_brake_pad_004,external_group_dataset_v2_brake_pad_004,dataset_v2_object_brake_pad_004,data/images/dataset_v2/brake_pad/dataset_v2_brake_pad_004.jpg,braking,brake_pad,brake_disc,Road-vehicle replacement part: brake disc or rotor; its job is to provide the rotating friction surface clamped by the brake pads.,PARTIAL_MATCH,dataset_v2
train_dataset_v2_brake_pad_004_mismatch_1,dataset_v2_brake_pad_004,external_group_dataset_v2_brake_pad_004,dataset_v2_object_brake_pad_004,data/images/dataset_v2/brake_pad/dataset_v2_brake_pad_004.jpg,braking,brake_pad,starter,Road-vehicle replacement part: automotive starter motor; its job is to turn the engine crankshaft during starting using battery power.,MISMATCH,dataset_v2
train_dataset_v2_brake_pad_004_match_2,dataset_v2_brake_pad_004,external_group_dataset_v2_brake_pad_004,dataset_v2_object_brake_pad_004,data/images/dataset_v2/brake_pad/dataset_v2_brake_pad_004.jpg,braking,brake_pad,brake_pad,"Automotive component: automotive brake pad, used in the disc-brake system.",MATCH,dataset_v2
train_dataset_v2_brake_pad_004_partial_match_2,dataset_v2_brake_pad_004,external_group_dataset_v2_brake_pad_004,dataset_v2_object_brake_pad_004,data/images/dataset_v2/brake_pad/dataset_v2_brake_pad_004.jpg,braking,brake_pad,brake_disc,"Automotive component: brake disc or rotor, used in the disc-brake system.",PARTIAL_MATCH,dataset_v2
train_dataset_v2_brake_pad_004_mismatch_2,dataset_v2_brake_pad_004,external_group_dataset_v2_brake_pad_004,dataset_v2_object_brake_pad_004,data/images/dataset_v2/brake_pad/dataset_v2_brake_pad_004.jpg,braking,brake_pad,taillight,"Automotive component: rear taillight assembly, used in the vehicle lighting and signalling system.",MISMATCH,dataset_v2
train_dataset_v2_brake_pad_005_match_1,dataset_v2_brake_pad_005,external_group_dataset_v2_brake_pad_005,dataset_v2_object_brake_pad_005,data/images/dataset_v2/brake_pad/dataset_v2_brake_pad_005.jpg,braking,brake_pad,brake_pad,"Automotive component: automotive brake pad, used in the disc-brake system.",MATCH,dataset_v2
train_dataset_v2_brake_pad_005_partial_match_1,dataset_v2_brake_pad_005,external_group_dataset_v2_brake_pad_005,dataset_v2_object_brake_pad_005,data/images/dataset_v2/brake_pad/dataset_v2_brake_pad_005.jpg,braking,brake_pad,brake_disc,"Automotive component: brake disc or rotor, used in the disc-brake system.",PARTIAL_MATCH,dataset_v2
train_dataset_v2_brake_pad_005_mismatch_1,dataset_v2_brake_pad_005,external_group_dataset_v2_brake_pad_005,dataset_v2_object_brake_pad_005,data/images/dataset_v2/brake_pad/dataset_v2_brake_pad_005.jpg,braking,brake_pad,headlight,"Automotive component: front headlight assembly, used in the vehicle lighting system.",MISMATCH,dataset_v2
train_dataset_v2_brake_pad_005_match_2,dataset_v2_brake_pad_005,external_group_dataset_v2_brake_pad_005,dataset_v2_object_brake_pad_005,data/images/dataset_v2/brake_pad/dataset_v2_brake_pad_005.jpg,braking,brake_pad,brake_pad,"Vehicle component identified as automotive brake pad, designed to press friction material against a brake disc to slow the vehicle.",MATCH,dataset_v2
train_dataset_v2_brake_pad_005_partial_match_2,dataset_v2_brake_pad_005,external_group_dataset_v2_brake_pad_005,dataset_v2_object_brake_pad_005,data/images/dataset_v2/brake_pad/dataset_v2_brake_pad_005.jpg,braking,brake_pad,brake_disc,"Vehicle component identified as brake disc or rotor, designed to provide the rotating friction surface clamped by the brake pads.",PARTIAL_MATCH,dataset_v2
train_dataset_v2_brake_pad_005_mismatch_2,dataset_v2_brake_pad_005,external_group_dataset_v2_brake_pad_005,dataset_v2_object_brake_pad_005,data/images/dataset_v2/brake_pad/dataset_v2_brake_pad_005.jpg,braking,brake_pad,oil_filter,"Vehicle component identified as engine oil filter, designed to trap contaminants circulating in the engine lubricant.",MISMATCH,dataset_v2
train_brake_pad_001_01_match_1,brake_pad_001_01,brake_pad_001,synthetic_family_brake_pad,data/images/generated/brake_pad_001_01.png,braking,brake_pad,brake_pad,"Vehicle component identified as automotive brake pad, designed to press friction material against a brake disc to slow the vehicle.",MATCH,generated
train_brake_pad_001_01_partial_match_1,brake_pad_001_01,brake_pad_001,synthetic_family_brake_pad,data/images/generated/brake_pad_001_01.png,braking,brake_pad,brake_disc,"Vehicle component identified as brake disc or rotor, designed to provide the rotating friction surface clamped by the brake pads.",PARTIAL_MATCH,generated
train_brake_pad_001_01_mismatch_1,brake_pad_001_01,brake_pad_001,synthetic_family_brake_pad,data/images/generated/brake_pad_001_01.png,braking,brake_pad,air_filter,"Vehicle component identified as engine air filter, designed to remove dust and particles from the air entering the engine.",MISMATCH,generated
train_brake_pad_001_01_match_2,brake_pad_001_01,brake_pad_001,synthetic_family_brake_pad,data/images/generated/brake_pad_001_01.png,braking,brake_pad,brake_pad,"This component is the automotive brake pad, with a compact backing plate carrying a shaped friction lining.",MATCH,generated
train_brake_pad_001_01_partial_match_2,brake_pad_001_01,brake_pad_001,synthetic_family_brake_pad,data/images/generated/brake_pad_001_01.png,braking,brake_pad,brake_disc,"This component is the brake disc or rotor, with a circular machined metal rotor, sometimes ventilated.",PARTIAL_MATCH,generated
train_brake_pad_001_01_mismatch_2,brake_pad_001_01,brake_pad_001,synthetic_family_brake_pad,data/images/generated/brake_pad_001_01.png,braking,brake_pad,starter,"This component is the automotive starter motor, with a compact electric motor with a solenoid and drive gear.",MISMATCH,generated
train_brake_pad_002_01_match_1,brake_pad_002_01,brake_pad_002,synthetic_family_brake_pad,data/images/generated/brake_pad_002_01.png,braking,brake_pad,brake_pad,"This component is the automotive brake pad, with a compact backing plate carrying a shaped friction lining.",MATCH,generated
train_brake_pad_002_01_partial_match_1,brake_pad_002_01,brake_pad_002,synthetic_family_brake_pad,data/images/generated/brake_pad_002_01.png,braking,brake_pad,brake_disc,"This component is the brake disc or rotor, with a circular machined metal rotor, sometimes ventilated.",PARTIAL_MATCH,generated
train_brake_pad_002_01_mismatch_1,brake_pad_002_01,brake_pad_002,synthetic_family_brake_pad,data/images/generated/brake_pad_002_01.png,braking,brake_pad,alternator,"This component is the automotive alternator, with a compact metal housing with a pulley and ventilation openings.",MISMATCH,generated
train_brake_pad_002_01_match_2,brake_pad_002_01,brake_pad_002,synthetic_family_brake_pad,data/images/generated/brake_pad_002_01.png,braking,brake_pad,brake_pad,Road-vehicle replacement part: automotive brake pad; its job is to press friction material against a brake disc to slow the vehicle.,MATCH,generated
train_brake_pad_002_01_partial_match_2,brake_pad_002_01,brake_pad_002,synthetic_family_brake_pad,data/images/generated/brake_pad_002_01.png,braking,brake_pad,brake_disc,Road-vehicle replacement part: brake disc or rotor; its job is to provide the rotating friction surface clamped by the brake pads.,PARTIAL_MATCH,generated
train_brake_pad_002_01_mismatch_2,brake_pad_002_01,brake_pad_002,synthetic_family_brake_pad,data/images/generated/brake_pad_002_01.png,braking,brake_pad,headlight,Road-vehicle replacement part: front headlight assembly; its job is to illuminate the road ahead and make the vehicle visible from the front.,MISMATCH,generated
train_brake_pad_003_01_match_1,brake_pad_003_01,brake_pad_003,synthetic_family_brake_pad,data/images/generated/brake_pad_003_01.png,braking,brake_pad,brake_pad,Road-vehicle replacement part: automotive brake pad; its job is to press friction material against a brake disc to slow the vehicle.,MATCH,generated
train_brake_pad_003_01_partial_match_1,brake_pad_003_01,brake_pad_003,synthetic_family_brake_pad,data/images/generated/brake_pad_003_01.png,braking,brake_pad,brake_disc,Road-vehicle replacement part: brake disc or rotor; its job is to provide the rotating friction surface clamped by the brake pads.,PARTIAL_MATCH,generated
train_brake_pad_003_01_mismatch_1,brake_pad_003_01,brake_pad_003,synthetic_family_brake_pad,data/images/generated/brake_pad_003_01.png,braking,brake_pad,shock_absorber,Road-vehicle replacement part: suspension shock absorber; its job is to dampen spring movement and control wheel and body oscillation.,MISMATCH,generated
train_brake_pad_003_01_match_2,brake_pad_003_01,brake_pad_003,synthetic_family_brake_pad,data/images/generated/brake_pad_003_01.png,braking,brake_pad,brake_pad,"Automotive component: automotive brake pad, used in the disc-brake system.",MATCH,generated
train_brake_pad_003_01_partial_match_2,brake_pad_003_01,brake_pad_003,synthetic_family_brake_pad,data/images/generated/brake_pad_003_01.png,braking,brake_pad,brake_disc,"Automotive component: brake disc or rotor, used in the disc-brake system.",PARTIAL_MATCH,generated
train_brake_pad_003_01_mismatch_2,brake_pad_003_01,brake_pad_003,synthetic_family_brake_pad,data/images/generated/brake_pad_003_01.png,braking,brake_pad,air_filter,"Automotive component: engine air filter, used in the air-intake and filtration system.",MISMATCH,generated
train_brake_pad_004_01_match_1,brake_pad_004_01,brake_pad_004,synthetic_family_brake_pad,data/images/generated/brake_pad_004_01.png,braking,brake_pad,brake_pad,"Automotive component: automotive brake pad, used in the disc-brake system.",MATCH,generated
train_brake_pad_004_01_partial_match_1,brake_pad_004_01,brake_pad_004,synthetic_family_brake_pad,data/images/generated/brake_pad_004_01.png,braking,brake_pad,brake_disc,"Automotive component: brake disc or rotor, used in the disc-brake system.",PARTIAL_MATCH,generated
train_brake_pad_004_01_mismatch_1,brake_pad_004_01,brake_pad_004,synthetic_family_brake_pad,data/images/generated/brake_pad_004_01.png,braking,brake_pad,taillight,"Automotive component: rear taillight assembly, used in the vehicle lighting and signalling system.",MISMATCH,generated
train_brake_pad_004_01_match_2,brake_pad_004_01,brake_pad_004,synthetic_family_brake_pad,data/images/generated/brake_pad_004_01.png,braking,brake_pad,brake_pad,"Vehicle component identified as automotive brake pad, designed to press friction material against a brake disc to slow the vehicle.",MATCH,generated
train_brake_pad_004_01_partial_match_2,brake_pad_004_01,brake_pad_004,synthetic_family_brake_pad,data/images/generated/brake_pad_004_01.png,braking,brake_pad,brake_disc,"Vehicle component identified as brake disc or rotor, designed to provide the rotating friction surface clamped by the brake pads.",PARTIAL_MATCH,generated
train_brake_pad_004_01_mismatch_2,brake_pad_004_01,brake_pad_004,synthetic_family_brake_pad,data/images/generated/brake_pad_004_01.png,braking,brake_pad,alternator,"Vehicle component identified as automotive alternator, designed to convert mechanical rotation into electrical power and recharge the battery.",MISMATCH,generated
train_brake_pad_005_01_match_1,brake_pad_005_01,brake_pad_005,synthetic_family_brake_pad,data/images/generated/brake_pad_005_01.png,braking,brake_pad,brake_pad,"Vehicle component identified as automotive brake pad, designed to press friction material against a brake disc to slow the vehicle.",MATCH,generated
train_brake_pad_005_01_partial_match_1,brake_pad_005_01,brake_pad_005,synthetic_family_brake_pad,data/images/generated/brake_pad_005_01.png,braking,brake_pad,brake_disc,"Vehicle component identified as brake disc or rotor, designed to provide the rotating friction surface clamped by the brake pads.",PARTIAL_MATCH,generated
train_brake_pad_005_01_mismatch_1,brake_pad_005_01,brake_pad_005,synthetic_family_brake_pad,data/images/generated/brake_pad_005_01.png,braking,brake_pad,oil_filter,"Vehicle component identified as engine oil filter, designed to trap contaminants circulating in the engine lubricant.",MISMATCH,generated
train_brake_pad_005_01_match_2,brake_pad_005_01,brake_pad_005,synthetic_family_brake_pad,data/images/generated/brake_pad_005_01.png,braking,brake_pad,brake_pad,"This component is the automotive brake pad, with a compact backing plate carrying a shaped friction lining.",MATCH,generated
train_brake_pad_005_01_partial_match_2,brake_pad_005_01,brake_pad_005,synthetic_family_brake_pad,data/images/generated/brake_pad_005_01.png,braking,brake_pad,brake_disc,"This component is the brake disc or rotor, with a circular machined metal rotor, sometimes ventilated.",PARTIAL_MATCH,generated
train_brake_pad_005_01_mismatch_2,brake_pad_005_01,brake_pad_005,synthetic_family_brake_pad,data/images/generated/brake_pad_005_01.png,braking,brake_pad,shock_absorber,"This component is the suspension shock absorber, with a telescopic hydraulic damper with a cylindrical body and piston rod.",MISMATCH,generated
train_external_image_brake_pad_16498941_match_1,external_image_brake_pad_16498941,external_group_brake_pad_16498941,wikimedia_object_brake_pad_16498941,data/images/wikimedia/brake_pad/commons_brake_pad_16498941.jpg,braking,brake_pad,brake_pad,"This component is the automotive brake pad, with a compact backing plate carrying a shaped friction lining.",MATCH,wikimedia
train_external_image_brake_pad_16498941_partial_match_1,external_image_brake_pad_16498941,external_group_brake_pad_16498941,wikimedia_object_brake_pad_16498941,data/images/wikimedia/brake_pad/commons_brake_pad_16498941.jpg,braking,brake_pad,brake_disc,"This component is the brake disc or rotor, with a circular machined metal rotor, sometimes ventilated.",PARTIAL_MATCH,wikimedia
train_external_image_brake_pad_16498941_mismatch_1,external_image_brake_pad_16498941,external_group_brake_pad_16498941,wikimedia_object_brake_pad_16498941,data/images/wikimedia/brake_pad/commons_brake_pad_16498941.jpg,braking,brake_pad,starter,"This component is the automotive starter motor, with a compact electric motor with a solenoid and drive gear.",MISMATCH,wikimedia
train_external_image_brake_pad_16498941_match_2,external_image_brake_pad_16498941,external_group_brake_pad_16498941,wikimedia_object_brake_pad_16498941,data/images/wikimedia/brake_pad/commons_brake_pad_16498941.jpg,braking,brake_pad,brake_pad,Road-vehicle replacement part: automotive brake pad; its job is to press friction material against a brake disc to slow the vehicle.,MATCH,wikimedia
train_external_image_brake_pad_16498941_partial_match_2,external_image_brake_pad_16498941,external_group_brake_pad_16498941,wikimedia_object_brake_pad_16498941,data/images/wikimedia/brake_pad/commons_brake_pad_16498941.jpg,braking,brake_pad,brake_disc,Road-vehicle replacement part: brake disc or rotor; its job is to provide the rotating friction surface clamped by the brake pads.,PARTIAL_MATCH,wikimedia
train_external_image_brake_pad_16498941_mismatch_2,external_image_brake_pad_16498941,external_group_brake_pad_16498941,wikimedia_object_brake_pad_16498941,data/images/wikimedia/brake_pad/commons_brake_pad_16498941.jpg,braking,brake_pad,taillight,"Road-vehicle replacement part: rear taillight assembly; its job is to show rear position, braking, and signalling information to other road users.",MISMATCH,wikimedia
train_external_image_brake_pad_18661413_match_1,external_image_brake_pad_18661413,external_group_brake_pad_18661413,wikimedia_object_brake_pad_18661413,data/images/wikimedia/brake_pad/commons_brake_pad_18661413.jpg,braking,brake_pad,brake_pad,Road-vehicle replacement part: automotive brake pad; its job is to press friction material against a brake disc to slow the vehicle.,MATCH,wikimedia
train_external_image_brake_pad_18661413_partial_match_1,external_image_brake_pad_18661413,external_group_brake_pad_18661413,wikimedia_object_brake_pad_18661413,data/images/wikimedia/brake_pad/commons_brake_pad_18661413.jpg,braking,brake_pad,brake_disc,Road-vehicle replacement part: brake disc or rotor; its job is to provide the rotating friction surface clamped by the brake pads.,PARTIAL_MATCH,wikimedia
train_external_image_brake_pad_18661413_mismatch_1,external_image_brake_pad_18661413,external_group_brake_pad_18661413,wikimedia_object_brake_pad_18661413,data/images/wikimedia/brake_pad/commons_brake_pad_18661413.jpg,braking,brake_pad,headlight,Road-vehicle replacement part: front headlight assembly; its job is to illuminate the road ahead and make the vehicle visible from the front.,MISMATCH,wikimedia
train_external_image_brake_pad_18661413_match_2,external_image_brake_pad_18661413,external_group_brake_pad_18661413,wikimedia_object_brake_pad_18661413,data/images/wikimedia/brake_pad/commons_brake_pad_18661413.jpg,braking,brake_pad,brake_pad,"Automotive component: automotive brake pad, used in the disc-brake system.",MATCH,wikimedia
train_external_image_brake_pad_18661413_partial_match_2,external_image_brake_pad_18661413,external_group_brake_pad_18661413,wikimedia_object_brake_pad_18661413,data/images/wikimedia/brake_pad/commons_brake_pad_18661413.jpg,braking,brake_pad,brake_disc,"Automotive component: brake disc or rotor, used in the disc-brake system.",PARTIAL_MATCH,wikimedia
train_external_image_brake_pad_18661413_mismatch_2,external_image_brake_pad_18661413,external_group_brake_pad_18661413,wikimedia_object_brake_pad_18661413,data/images/wikimedia/brake_pad/commons_brake_pad_18661413.jpg,braking,brake_pad,oil_filter,"Automotive component: engine oil filter, used in the engine lubrication and filtration system.",MISMATCH,wikimedia
train_external_image_brake_pad_20811161_match_1,external_image_brake_pad_20811161,external_group_brake_pad_20811161,wikimedia_object_brake_pad_20811161,data/images/wikimedia/brake_pad/commons_brake_pad_20811161.jpg,braking,brake_pad,brake_pad,"Automotive component: automotive brake pad, used in the disc-brake system.",MATCH,wikimedia
train_external_image_brake_pad_20811161_partial_match_1,external_image_brake_pad_20811161,external_group_brake_pad_20811161,wikimedia_object_brake_pad_20811161,data/images/wikimedia/brake_pad/commons_brake_pad_20811161.jpg,braking,brake_pad,brake_disc,"Automotive component: brake disc or rotor, used in the disc-brake system.",PARTIAL_MATCH,wikimedia
train_external_image_brake_pad_20811161_mismatch_1,external_image_brake_pad_20811161,external_group_brake_pad_20811161,wikimedia_object_brake_pad_20811161,data/images/wikimedia/brake_pad/commons_brake_pad_20811161.jpg,braking,brake_pad,air_filter,"Automotive component: engine air filter, used in the air-intake and filtration system.",MISMATCH,wikimedia
train_external_image_brake_pad_20811161_match_2,external_image_brake_pad_20811161,external_group_brake_pad_20811161,wikimedia_object_brake_pad_20811161,data/images/wikimedia/brake_pad/commons_brake_pad_20811161.jpg,braking,brake_pad,brake_pad,"Vehicle component identified as automotive brake pad, designed to press friction material against a brake disc to slow the vehicle.",MATCH,wikimedia
train_external_image_brake_pad_20811161_partial_match_2,external_image_brake_pad_20811161,external_group_brake_pad_20811161,wikimedia_object_brake_pad_20811161,data/images/wikimedia/brake_pad/commons_brake_pad_20811161.jpg,braking,brake_pad,brake_disc,"Vehicle component identified as brake disc or rotor, designed to provide the rotating friction surface clamped by the brake pads.",PARTIAL_MATCH,wikimedia
train_external_image_brake_pad_20811161_mismatch_2,external_image_brake_pad_20811161,external_group_brake_pad_20811161,wikimedia_object_brake_pad_20811161,data/images/wikimedia/brake_pad/commons_brake_pad_20811161.jpg,braking,brake_pad,starter,"Vehicle component identified as automotive starter motor, designed to turn the engine crankshaft during starting using battery power.",MISMATCH,wikimedia
